,1Wc1,1KWc1,MWEc1,CPMc1,CWHc1,YWMc1,YWKc1,MWBWX,BL2c1,AGRc1,WEAc1,NWTc1,LWBc1
2021-01-04,252.97562282512575,252.97562282512575,252.97562282512575,252.81082276720633,252.97562282512575,252.97562282512575,252.97562282512575,252.81082276720633,252.81082276720633,252.81082276720633,252.81082276720633,252.12305977548908,252.81082276720633
2021-01-05,253.22514546295972,253.22514546295972,253.22514546295972,252.97562282512575,253.22514546295972,253.22514546295972,253.22514546295972,252.97562282512575,252.97562282512575,252.97562282512575,252.97562282512575,252.32058411619101,252.97562282512575
2021-01-06,253.5282693045438,253.5282693045438,253.5282693045438,253.22514546295972,253.5282693045438,253.5282693045438,253.5282693045438,253.22514546295972,253.22514546295972,253.22514546295972,253.22514546295972,252.6985458596078,253.22514546295972
2021-01-07,253.78185465634138,253.78185465634138,253.78185465634138,253.5282693045438,253.78185465634138,253.78185465634138,253.78185465634138,253.5282693045438,253.5282693045438,253.5282693045438,253.5282693045438,252.81082276720633,253.5282693045438
2021-01-08,254.00256671754008,254.00256671754008,254.00256671754008,253.78185465634138,254.00256671754008,254.00256671754008,254.00256671754008,253.78185465634138,253.78185465634138,253.78185465634138,253.78185465634138,252.97562282512575,253.78185465634138
2021-01-09,254.39115508216707,254.39115508216707,254.39115508216707,254.00256671754008,254.39115508216707,254.39115508216707,254.39115508216707,254.00256671754008,254.00256671754008,254.00256671754008,254.00256671754008,253.22514546295972,254.00256671754008
2021-01-10,254.5008747138728,254.5008747138728,254.5008747138728,254.39115508216707,254.5008747138728,254.5008747138728,254.5008747138728,254.39115508216707,254.39115508216707,254.39115508216707,254.39115508216707,253.5282693045438,254.39115508216707
2021-01-11,254.64950411698632,254.64950411698632,254.64950411698632,254.5008747138728,254.64950411698632,254.64950411698632,254.64950411698632,254.5008747138728,254.5008747138728,254.5008747138728,254.5008747138728,253.78185465634138,254.5008747138728
2021-01-12,254.869007154742,254.869007154742,254.869007154742,254.64950411698632,254.869007154742,254.869007154742,254.869007154742,254.64950411698632,254.64950411698632,254.64950411698632,254.64950411698632,254.00256671754008,254.64950411698632
2021-01-13,255.1282182768494,255.1282182768494,255.1282182768494,254.869007154742,255.1282182768494,255.1282182768494,255.1282182768494,254.869007154742,254.869007154742,254.869007154742,254.869007154742,254.39115508216707,254.869007154742
