,2HRW-USG-A1,2SRW-USG-A1,JCI-WHT-SHHAI,JCI-WHT-GZHOU,BRSB-APW1-CY1,ALBN-AGP1-CY1,ALBN-ASW1-CY1,ALBN-AUH2-CY1,W-FOBROUEN-P1,W-RENLPL-P1,W-FOBBLTNC-E14,W-NGP-308,KTS-W11UABS-FOB,KTS-W12UABS-FOB,KTS-W11RUBS-FOB,KTS-W12RUBS-FOB
2020-12-04,267.75838608682,267.75838608682,267.75838608682,267.75838608682,268.5448740120234,268.5448740120234,268.5448740120234,268.5448740120234,267.75838608682,267.75838608682,267.75838608682,265.5106130036162,265.5106130036162,265.5106130036162,265.5106130036162,265.5106130036162
2020-12-05,268.5448740120234,268.5448740120234,268.5448740120234,268.5448740120234,269.08465137953294,269.08465137953294,269.08465137953294,269.08465137953294,268.5448740120234,268.5448740120234,268.5448740120234,266.25209552124636,266.25209552124636,266.25209552124636,266.25209552124636,266.25209552124636
2020-12-06,269.08465137953294,269.08465137953294,269.08465137953294,269.08465137953294,269.96870106595713,269.96870106595713,269.96870106595713,269.96870106595713,269.08465137953294,269.08465137953294,269.08465137953294,267.00448681433767,267.00448681433767,267.00448681433767,267.00448681433767,267.00448681433767
2020-12-07,269.96870106595713,269.96870106595713,269.96870106595713,269.96870106595713,270.81105219487233,270.81105219487233,270.81105219487233,270.81105219487233,269.96870106595713,269.96870106595713,269.96870106595713,267.75838608682,267.75838608682,267.75838608682,267.75838608682,267.75838608682
2020-12-08,270.81105219487233,270.81105219487233,270.81105219487233,270.81105219487233,271.5664646365472,271.5664646365472,271.5664646365472,271.5664646365472,270.81105219487233,270.81105219487233,270.81105219487233,268.5448740120234,268.5448740120234,268.5448740120234,268.5448740120234,268.5448740120234
2020-12-09,271.5664646365472,271.5664646365472,271.5664646365472,271.5664646365472,272.31467622920076,272.31467622920076,272.31467622920076,272.31467622920076,271.5664646365472,271.5664646365472,271.5664646365472,269.08465137953294,269.08465137953294,269.08465137953294,269.08465137953294,269.08465137953294
2020-12-10,272.31467622920076,272.31467622920076,272.31467622920076,272.31467622920076,273.04547724486605,273.04547724486605,273.04547724486605,273.04547724486605,272.31467622920076,272.31467622920076,272.31467622920076,269.96870106595713,269.96870106595713,269.96870106595713,269.96870106595713,269.96870106595713
2020-12-11,273.04547724486605,273.04547724486605,273.04547724486605,273.04547724486605,273.78956958303485,273.78956958303485,273.78956958303485,273.78956958303485,273.04547724486605,273.04547724486605,273.04547724486605,270.81105219487233,270.81105219487233,270.81105219487233,270.81105219487233,270.81105219487233
2020-12-12,273.78956958303485,273.78956958303485,273.78956958303485,273.78956958303485,274.2677456533486,274.2677456533486,274.2677456533486,274.2677456533486,273.78956958303485,273.78956958303485,273.78956958303485,271.5664646365472,271.5664646365472,271.5664646365472,271.5664646365472,271.5664646365472
2020-12-13,274.2677456533486,274.2677456533486,274.2677456533486,274.2677456533486,275.0715766510465,275.0715766510465,275.0715766510465,275.0715766510465,274.2677456533486,274.2677456533486,274.2677456533486,272.31467622920076,272.31467622920076,272.31467622920076,272.31467622920076,272.31467622920076
2020-12-14,275.0715766510465,275.0715766510465,275.0715766510465,275.0715766510465,275.8161878273721,275.8161878273721,275.8161878273721,275.8161878273721,275.0715766510465,275.0715766510465,275.0715766510465,273.04547724486605,273.04547724486605,273.04547724486605,273.04547724486605,273.04547724486605
2020-12-15,275.8161878273721,275.8161878273721,275.8161878273721,275.8161878273721,276.45793811834073,276.45793811834073,276.45793811834073,276.45793811834073,275.8161878273721,275.8161878273721,275.8161878273721,273.78956958303485,273.78956958303485,273.78956958303485,273.78956958303485,273.78956958303485
2020-12-16,276.45793811834073,276.45793811834073,276.45793811834073,276.45793811834073,277.078646231756,277.078646231756,277.078646231756,277.078646231756,276.45793811834073,276.45793811834073,276.45793811834073,274.2677456533486,274.2677456533486,274.2677456533486,274.2677456533486,274.2677456533486
2020-12-17,277.078646231756,277.078646231756,277.078646231756,277.078646231756,277.6706279528888,277.6706279528888,277.6706279528888,277.6706279528888,277.078646231756,277.078646231756,277.078646231756,275.0715766510465,275.0715766510465,275.0715766510465,275.0715766510465,275.0715766510465
2020-12-18,277.6706279528888,277.6706279528888,277.6706279528888,277.6706279528888,278.2675029060063,278.2675029060063,278.2675029060063,278.2675029060063,277.6706279528888,277.6706279528888,277.6706279528888,275.8161878273721,275.8161878273721,275.8161878273721,275.8161878273721,275.8161878273721
2020-12-19,278.2675029060063,278.2675029060063,278.2675029060063,278.2675029060063,278.59330698513014,278.59330698513014,278.59330698513014,278.59330698513014,278.2675029060063,278.2675029060063,278.2675029060063,276.45793811834073,276.45793811834073,276.45793811834073,276.45793811834073,276.45793811834073
2020-12-20,278.59330698513014,278.59330698513014,278.59330698513014,278.59330698513014,279.24310187347186,279.24310187347186,279.24310187347186,279.24310187347186,278.59330698513014,278.59330698513014,278.59330698513014,277.078646231756,277.078646231756,277.078646231756,277.078646231756,277.078646231756
2020-12-21,279.24310187347186,279.24310187347186,279.24310187347186,279.24310187347186,279.83566138419195,279.83566138419195,279.83566138419195,279.83566138419195,279.24310187347186,279.24310187347186,279.24310187347186,277.6706279528888,277.6706279528888,277.6706279528888,277.6706279528888,277.6706279528888
2020-12-22,279.83566138419195,279.83566138419195,279.83566138419195,279.83566138419195,280.3310544686732,280.3310544686732,280.3310544686732,280.3310544686732,279.83566138419195,279.83566138419195,279.83566138419195,278.2675029060063,278.2675029060063,278.2675029060063,278.2675029060063,278.2675029060063
