,2HRW-USG-A1,2SRW-USG-A1,JCI-WHT-SHHAI,JCI-WHT-GZHOU,BRSB-APW1-CY1,ALBN-AGP1-CY1,ALBN-ASW1-CY1,ALBN-AUH2-CY1,W-FOBROUEN-P1,W-RENLPL-P1,W-FOBBLTNC-E14,W-NGP-308,KTS-W11UABS-FOB,KTS-W12UABS-FOB,KTS-W11RUBS-FOB,KTS-W12RUBS-FOB
2020-12-02,271.7190682998997,274.15683938514996,387.71499031412867,395.55919883950924,156.1825686159324,187.68528185048729,192.69370228153625,192.6466171770947,239.22936728916574,239.11766660511552,263.71551181698413,401.29641383775567,269.4850241741263,257.8150961433503,253.7416432869027,246.92714014034541
2020-12-03,272.38542408556145,274.743064573312,388.1380272038621,396.00978012825567,154.28683306621306,187.51240593879123,192.46224557498536,192.4425501749052,239.8357525584633,239.6069397922304,264.56860129397796,401.8105766071934,270.16172052100563,258.3581634858706,254.39241879451498,247.40675900864002
2020-12-04,272.5236555917918,275.2655619898227,388.3874803073116,396.25448560014553,154.18941642964325,187.6524990057908,192.49681947505678,192.55509120606976,240.33950245462185,240.07356205190632,263.2931539666061,402.04288255540996,270.5574589470504,258.5426959640885,254.67953607505913,247.48164665802486
2020-12-05,272.3353948319091,274.8893570043055,388.60012807692755,396.5260435697881,154.08356601172088,187.48898245798947,192.2381388641162,192.35064189728203,240.2501746508452,239.93660662614914,265.2314202004592,402.0566355969586,271.6107072446653,259.3645967136075,255.1948438736254,247.9721282199352
2020-12-06,272.68554373057606,275.4329581397219,388.82759199416404,396.78547930980864,153.81854816037273,186.88295274240525,191.77739463517332,191.81538396277983,239.94169684883497,239.92802782782462,264.8138620339628,402.6824767075322,271.71648054476725,259.37904122829036,255.06365878267172,247.9006824210224
2020-12-07,273.3965727151912,276.02207927224543,389.25184484171075,397.23745745403534,151.95153737855313,186.71099118037966,191.54824412369985,191.61219747057856,240.54978360101566,240.4189588511076,265.67155721201846,403.19841538144834,272.39877957801895,259.9253981977698,255.7186107342981,248.3821919862186
2020-12-08,273.5473496324312,276.54702405885473,389.5020148287653,397.48292154193524,151.85523321056027,186.85075759699293,191.57797176867626,191.7242529087746,241.05505384486443,240.88716231600597,264.39094403415436,403.43152370192445,272.7977942690603,260.111044475894,256.00951150213507,248.45737601852042
2020-12-09,273.3687668436702,276.16908233360243,389.7152748225816,397.7553213735183,151.75106159496698,186.68802113644077,191.31311629141092,191.52068575955371,240.9654339338917,240.74974270439446,266.3373587233215,403.44532423867054,273.8597662145668,260.9379499193046,256.5307052397069,248.94979210126033
2020-12-10,273.72791498842673,276.7152070731094,389.94339118510516,398.0155613951286,151.48999639529072,186.08457151513997,190.87390845702296,190.98773736040735,240.65604586831128,240.74113465563266,265.9180097619246,404.07332698810166,273.96641857336203,260.952496631366,256.3990831691608,248.8780654345373
2020-12-11,274.40410771055974,277.3069738765362,390.3688604014892,398.4689407252534,149.65032414355701,185.91333905271412,190.64282723752638,190.78542757896116,241.26592586866798,241.2337296584954,266.77958683030835,404.5910476862826,274.6543676852558,261.50217079252326,257.0566340365567,249.36147355431515
2020-12-12,274.5447603439109,277.8343527917295,390.61974771960894,398.71516578096305,149.5548340903419,186.05229800861565,190.67335732014803,190.89699951942782,241.77270851563168,241.70351992781366,265.49307171234744,404.8249611517081,275.05668671200635,261.68894665272154,257.34708680718325,249.43695342599085
2020-12-13,274.35630882454416,277.4546438637293,390.8336186027487,398.9884100843585,149.45269107462536,185.89036082922436,190.40652871707138,190.69431072342343,241.682798994185,241.5656346368723,267.44826189752615,404.83880935146686,276.1274511472529,262.52085679433065,257.8682572997579,249.9313105480924
2020-12-14,274.7099465117984,278.0033153364997,391.062389739744,399.249456880927,149.19602983500303,185.28931553197992,189.9786413047613,190.16366189443028,241.37246786292695,241.5569974844326,267.02726428625095,405.4689812006454,276.2349850495149,262.53548288519187,257.73576661703095,249.8593006663721
2020-12-15,275.42189488272373,278.59789678337825,391.4890804949622,399.70424174079244,147.38368099481465,185.1188431465067,189.74895167078938,189.96222504089954,241.9841978792517,242.0512617810723,267.8920973959861,405.9884900816354,276.9286305308185,263.0884897325581,258.397602619541,250.3446146172774
2020-12-16,275.57254892225797,279.12773644623445,391.74068808085786,399.95123012340235,147.28945243969557,185.25707951861918,189.78799055062564,190.0733155698365,242.49248342733478,242.52264411284412,266.5998077430999,406.2232114749641,277.3342807887807,263.2763965373143,258.6912866731146,250.42039238084078
2020-12-17,275.39157387695553,278.74626630646935,391.9551732931139,400.2253215165732,147.18907220474438,185.0956964713579,189.51762867787022,189.87150133712285,242.40230877925836,242.3842915294181,268.56351014865356,406.2371075060743,278.41391219868564,264.1133602000493,259.21751104616834,250.91669876889011
2020-12-18,275.75258921652613,279.2974887513552,392.18460083428323,400.4871775891979,146.93657981470238,184.49743733475108,189.09554639102245,189.3431421560781,242.091042525481,242.37562508740677,268.14084163583897,406.8694559440453,278.52233731584784,264.1280804076082,259.08457273591017,250.844405197263
2020-12-19,276.43765291330425,279.8947985013713,392.61251571746476,400.9433723361131,145.15182940182197,184.32763558485698,188.86585713890025,189.1425744639461,242.70461301901014,242.87156445514398,269.00892815260573,407.39075918855406,279.2217265797304,264.6844429730461,259.74926377076747,251.33163260134546
2020-12-20,276.5804483480914,280.4271010082528,392.86484515891806,401.19112641202724,145.05923863205257,184.4653078207567,188.91140947344266,189.25318565855179,243.21440660772004,243.34454430153852,267.7112840138084,407.6262913010833,279.6307358835197,264.8734909220424,260.0430770279347,251.40770897263846
2020-12-21,276.3915492960781,280.043851389565,393.07994554295664,401.46606752105225,144.96027934494504,184.30466188533578,188.64332900016404,189.05224221555565,243.1239735642472,243.20572284856792,269.68306181671187,407.6402353291473,280.71930685999257,265.71552753133284,260.57012621859747,251.9059720149106
2020-12-22,276.7485118042483,280.5976416191056,393.31003150794106,401.72873537858516,144.7115485724917,183.7090228860107,188.216600622394,188.52616280306748,242.81178566285433,243.19702705030863,269.2586321504587,408.27476787440884,280.82862939829624,265.7303337551535,260.4362923500488,251.8333933027602
2020-12-23,277.4623088179988,281.1977556012095,393.73917453177893,402.18634438336727,142.9541703410296,183.5399790094026,187.98908937514992,188.3264605220695,243.42717563646306,243.69464711881344,270.13029383635194,408.7978716814998,281.5338098848788,266.2900706828678,261.1049076137926,252.32254164814523
